ticket_id,customer_id,issue_date,issue_type,resolution_date,satisfaction_score,resolution_time_hours
TICK_85140,1214875f26abb740d1d69fe5bec29bd7,2018-05-11,product,2018-05-12,4,46.8
TICK_84977,98fa62e348f4aa8f69b6965d1808fb38,2017-03-10,shipping,2017-03-11,4,45.8
TICK_62140,98fa62e348f4aa8f69b6965d1808fb38,2016-10-31,product,2016-10-31,5,22.6
TICK_66769,98fa62e348f4aa8f69b6965d1808fb38,2017-05-03,shipping,2017-05-04,2,28.3
TICK_95301,196a808de4f5e6cb35825efc47342a2c,2018-04-30,payment,2018-05-03,5,72.7
TICK_11019,043d2b13ed6c916990adc99db8cc4e42,2017-04-29,payment,2017-04-30,4,41.0
TICK_98108,bb52339aeca3a09121d9d0b1c88a9dd3,2017-11-23,shipping,2017-11-25,5,48.2
TICK_53945,d28af23ed5eff79ffd0464bf67d45b8a,2018-03-07,other,2018-03-10,3,73.4
TICK_58822,09cdb569d94234872c468f2711ca0f91,2018-04-06,shipping,2018-04-07,5,44.5
TICK_57259,55797a8a69854e4fc1e636937f0c05eb,2017-06-07,other,2017-06-07,4,23.0
TICK_19030,ad3011507c90255bf37450cb9fcfadd9,2017-10-11,product,2017-10-12,4,32.3
TICK_65415,df578de48490fad348557aca8514d6be,2018-06-03,payment,2018-06-04,4,36.5
TICK_82771,2239c6f47e4f74e36b5b27f566b35034,2017-01-15,payment,2017-01-15,5,12.6
TICK_98470,4d145fd1d3245cbb3697dd41b4bcf19b,2018-05-30,shipping,2018-05-30,5,8.9
TICK_91108,d894f02e84fea96e3008412ccaa861d5,2017-04-11,payment,2017-04-13,5,67.3
TICK_75437,f61cbaa6f1e966dc68180d028dfc6340,2018-07-22,payment,2018-07-24,4,48.5
TICK_21003,93e19daf1a3340c5c85034557d66e6b2,2018-07-21,payment,2018-07-22,4,28.9
TICK_25767,37e867d86d228d8e7113b9bc3ee83e63,2018-05-25,shipping,2018-05-26,4,24.6
TICK_77968,42da46ef0cdd769b68cea0d88b6bc5ec,2018-03-04,other,2018-03-04,4,21.3
TICK_25139,5ea7dd7ba0d9ab74fe32c6858c42866d,2017-12-25,product,2017-12-26,5,29.8
TICK_15780,d43036b76d556d450d0ffe9ba9368ee8,2017-11-04,product,2017-11-04,3,19.6
TICK_51296,e40d7b831ded997e7dbcc9f2a06741e8,2018-09-06,payment,2018-09-07,4,26.0
TICK_19987,f5e0ab2456c5103030eafd1ab05b6504,2017-08-08,product,2017-08-08,5,11.7
TICK_57850,bac6a392af2adc51993284cd5a44c8f7,2017-01-21,payment,2017-01-23,5,55.9
TICK_57009,6396a21463860af048e158dd5aefef7a,2017-01-27,payment,2017-01-28,1,41.0
TICK_10147,cbb02f3bc8481f06cacb94dcde253af5,2018-06-14,shipping,2018-06-14,5,0.4
TICK_59733,487ed3b1b98379e4aa9ce58cf75c51be,2018-08-05,payment,2018-08-05,4,11.5
TICK_30020,d1ea8164411774eb6b46718f894eaace,2017-11-29,shipping,2017-12-02,3,84.8
TICK_97905,20211f3cfcf1818d8e0bd151f7007309,2017-07-25,product,2017-07-26,2,43.4
TICK_69138,20211f3cfcf1818d8e0bd151f7007309,2018-01-22,shipping,2018-01-26,5,103.7
TICK_22297,59c2c3b2ba7a92a68478e9eb59e9e88a,2017-02-13,product,2017-02-14,4,42.1
TICK_36791,6c623f1b4503c2dbf54682681e0052c8,2018-02-11,product,2018-02-12,4,25.6
TICK_69777,c5223ed17c50a5c0c3f51a4b38b565f1,2018-08-31,payment,2018-09-05,3,134.4
TICK_90313,5b454468abd90792d5ed51d37eff8d4d,2018-06-21,other,2018-06-21,4,23.1
TICK_28013,cc60b47ce769ebe7b893aacf8cebfb43,2017-10-19,product,2017-10-21,5,54.5
TICK_13728,7b04dd77487b6f8e2c13846684b2d742,2018-06-23,shipping,2018-06-23,5,10.1
TICK_83447,2a9cdbeb3ce959d02043256b6bbdb08e,2017-08-13,shipping,2017-08-13,1,18.9
TICK_51497,5b6a2c2aa5f266b09ac1be50bacff2ca,2017-08-06,product,2017-08-07,2,47.0
TICK_74025,576558fffc8182ee864220eadbb01541,2017-07-04,payment,2017-07-05,5,36.0
TICK_10823,576558fffc8182ee864220eadbb01541,2018-07-27,payment,2018-07-27,5,7.3
TICK_56334,fa7d373af2df6d171c0467802e38bbaf,2018-04-30,shipping,2018-04-30,2,5.9
TICK_22630,9f8d30b8c684bbe0947a28248a3887e7,2017-08-31,product,2017-09-01,3,41.6
TICK_86890,78875a0fca40b8c6efc4935ae3b02149,2016-11-19,product,2016-11-21,4,68.8
TICK_29084,4e0ba3517b618410bbca2d46273404cd,2017-08-12,shipping,2017-08-13,4,40.3
TICK_93351,0204531aef74d85df77159315dba211d,2016-10-01,other,2016-10-02,2,26.1
TICK_21434,5e47f0b16c49d0a6b4fe98c879bd5f3a,2018-07-02,payment,2018-07-05,2,74.2
TICK_36759,812de05e2de8e3b58816cff12a1302f1,2018-06-05,payment,2018-06-08,4,78.0
TICK_94436,b544baca8a31c5f9348c318c64ff502c,2016-10-02,shipping,2016-10-03,4,29.0
TICK_21560,b544baca8a31c5f9348c318c64ff502c,2017-12-31,shipping,2018-01-01,4,31.7
TICK_26050,bddbf44872024b7836e043ea43cf7721,2018-08-04,product,2018-08-05,4,27.6
TICK_24960,da74cd40047f4f55fd1d092618d0741c,2018-08-21,payment,2018-08-21,3,2.0
TICK_44532,95c616cdefcebf551b579a1a7dc51b2a,2018-05-21,payment,2018-05-21,4,15.4
TICK_75966,a7822dc752d3f4130c061c077d15d5e4,2016-12-13,product,2016-12-16,4,83.3
TICK_69275,a7822dc752d3f4130c061c077d15d5e4,2017-10-27,payment,2017-10-30,5,81.3
TICK_66500,09ce0754a6b5bcbb8c24d38a6ce54543,2017-10-22,other,2017-10-23,5,34.1
TICK_94747,152f7f1e31c841edcb2e9d218b90e2af,2018-01-05,shipping,2018-01-05,4,14.6
TICK_32645,7c9499f653ff26514a950815136dd35a,2016-11-25,product,2016-11-29,4,101.4
TICK_71962,1675859cc4865cc850f7b7260bff365a,2017-08-05,payment,2017-08-07,4,49.3
TICK_69881,3a0b54115011302ba73d357d8fb9bf8f,2018-09-21,payment,2018-09-23,5,50.2
TICK_80415,e1504409fcf87ab3a65f3e819c8bfcce,2018-05-20,payment,2018-05-21,5,26.0
TICK_96994,adbf0c3f16cf7a8694225b8853458877,2018-04-18,shipping,2018-04-21,4,74.5
TICK_70393,660591dd3599d7962b734b00628fb114,2017-04-03,other,2017-04-03,4,21.2
TICK_99192,413222dcd7d8078653a8eaa81ba8d96b,2017-03-12,shipping,2017-03-12,5,3.9
TICK_81572,87471b4464fd50b00d663fc0ff5e0be1,2017-06-08,other,2017-06-08,4,5.0
TICK_32178,87471b4464fd50b00d663fc0ff5e0be1,2018-03-17,other,2018-03-18,5,41.4
TICK_95867,87471b4464fd50b00d663fc0ff5e0be1,2018-07-12,payment,2018-07-16,4,115.6
TICK_42646,5af9164d1406a7f016a689a9e7c38427,2017-11-07,other,2017-11-08,3,30.8
TICK_93302,36e4785e6af078e76b3bb38251b2b820,2018-01-20,product,2018-01-22,4,48.7
TICK_26549,96f6f0d6c407d78a7b0df5999939c03b,2017-10-04,payment,2017-10-05,4,25.2
TICK_89206,51ee257478655dfad57af669f01f6793,2017-08-15,product,2017-08-22,4,186.6
TICK_70492,446f3eee1a4323e74dce651ee2bbed6b,2017-09-17,other,2017-09-19,5,48.7
TICK_61543,f1b74f95f4688eaabb23a8b1bd55b8e3,2018-08-04,product,2018-08-05,5,33.3
TICK_71888,d7d7e1ff958b325a457c29c296e901d7,2016-12-12,payment,2016-12-15,4,95.1
TICK_49382,8de735c5b8fcb11696c84002643f902a,2017-09-05,shipping,2017-09-06,5,36.4
TICK_58834,0c5e2526f505308526e91651e4ea4d5c,2017-06-20,shipping,2017-06-21,3,37.1
TICK_53110,0c5e2526f505308526e91651e4ea4d5c,2017-06-12,other,2017-06-13,4,39.5
TICK_79468,7dbd177b3fa902ebeb7755430b402694,2018-07-23,payment,2018-07-24,4,42.8
TICK_79000,6d8b841ea5c42e4fcdd1c45ebd7db0f2,2017-08-26,payment,2017-08-27,5,32.4
TICK_50211,673111533756b7bb9f2271d6cfcedf32,2017-07-08,other,2017-07-12,5,103.6
TICK_83694,5740a132befda6003442f8834d5ad458,2018-01-10,product,2018-01-13,1,73.3
TICK_75903,6fd08fa27ae00ae1767b76668d46451e,2018-09-26,payment,2018-09-28,4,58.0
TICK_36095,e5dfc88a9e962f7b532ed9559d3bcc61,2017-10-01,payment,2017-10-01,2,9.8
TICK_70734,795a8cf14d716bc5aeae503986bd401d,2017-06-26,shipping,2017-06-27,4,41.0
TICK_26019,7d8d274c36de5111d141260b020d51a9,2017-10-26,payment,2017-10-28,5,65.5
TICK_99675,715f6330b32864005e645e571dbb2fe8,2017-11-14,shipping,2017-11-14,5,19.8
TICK_77001,715f6330b32864005e645e571dbb2fe8,2017-10-16,other,2017-10-21,4,128.3
TICK_30584,edd2787d516e0d0b6a61d132fa2d6f4e,2017-09-11,payment,2017-09-12,4,26.6
TICK_30385,8c2c2843abb880842d1b6bd2fccab395,2017-07-06,other,2017-07-10,5,101.4
TICK_50545,b7e4844cb302e128776dd81691cb626a,2017-02-13,payment,2017-02-14,4,44.6
TICK_15923,a979b3cbd898fd8be91a290a667fd0d4,2017-05-31,payment,2017-05-31,5,8.3
TICK_97169,8f7ecb4570dccd8aeb216db7823da1de,2017-10-15,payment,2017-10-16,3,47.0
TICK_86008,8f7ecb4570dccd8aeb216db7823da1de,2018-01-15,payment,2018-01-16,5,25.8
TICK_17353,a45582c0ba251755a37d0f41a590b7a8,2017-06-26,other,2017-06-27,3,28.7
TICK_25281,a45582c0ba251755a37d0f41a590b7a8,2017-07-21,payment,2017-07-22,4,35.7
TICK_42277,20442b054a06b68bb23acd5fc74014bd,2018-01-15,product,2018-01-16,4,44.3
TICK_64971,fe545ad78bc59d1a99427c3e5f99ecca,2017-06-24,payment,2017-06-25,5,24.3
TICK_68100,fe545ad78bc59d1a99427c3e5f99ecca,2017-03-13,shipping,2017-03-17,3,100.3
TICK_71531,c059dcef92920c07d144df67f548e128,2018-05-16,shipping,2018-05-16,5,11.8
TICK_85236,c059dcef92920c07d144df67f548e128,2018-05-23,payment,2018-05-23,3,5.6
TICK_45735,7e4c2e786b87284c8c98d5bdcdf063da,2018-05-08,product,2018-05-09,4,33.4
TICK_58634,648121b599d98c420ef93f6135f8c80c,2018-05-15,shipping,2018-05-16,5,25.1
TICK_98414,bd930a85ef27d61b7f4b99458ada6956,2017-09-05,shipping,2017-09-05,4,17.6
TICK_96397,79e4f604f0dd8a921403af5d17c708e0,2018-04-29,shipping,2018-05-01,4,53.4
TICK_11001,3c8eb6e4a5a9d6182673cca04d2d27dd,2018-08-16,product,2018-08-16,2,20.5
TICK_70276,a6863082cb6717d6dd66a547a62613d4,2017-08-26,shipping,2017-08-28,4,59.5
TICK_23224,41cc3a16d47aaeb0d57a061c5236a713,2016-12-23,product,2016-12-24,4,40.8
TICK_33711,a7263ca2a95cbbda501cdb4e676dbfb5,2017-07-25,other,2017-07-25,1,10.1
TICK_44234,520821da53c746a4d05a5fbca575eb1a,2017-05-08,shipping,2017-05-09,5,36.1
TICK_22990,520821da53c746a4d05a5fbca575eb1a,2017-09-03,other,2017-09-06,3,84.5
TICK_53417,a746555ee455b68e9b6b6eb0a52355c8,2017-01-18,payment,2017-01-19,4,25.4
TICK_45832,0fbb00ce9569487ef8b95b9ec0b8e118,2017-10-20,product,2017-10-23,3,86.0
TICK_90163,7998996c8d5a845c7980920498fcc06f,2017-05-31,other,2017-06-01,2,29.7
TICK_38475,e24fae1db3d4f392215beb9553f72f82,2016-10-17,product,2016-10-18,3,40.3
TICK_52742,d03e9645f1b0c62634f4027fa3ca4999,2017-06-28,payment,2017-06-29,4,29.5
TICK_78605,1e6ee77f5b9d165c26cd56dd39a83593,2016-10-23,product,2016-10-24,5,31.0
TICK_71136,e31acf8fa4dc5221a8252948ba1216f5,2018-05-02,other,2018-05-04,5,61.8
TICK_85088,7c890e1074247209ab7d32ff9a295ed1,2018-03-28,other,2018-03-28,5,18.5
TICK_41282,7c890e1074247209ab7d32ff9a295ed1,2017-06-29,shipping,2017-07-01,4,66.7
TICK_21637,6a9a12e6f2dfaaffaf61d48d35c2e08c,2017-03-14,product,2017-03-14,4,10.8
TICK_59142,5c666fa03ba6450edbc6a15bf7c5e6d9,2018-01-09,other,2018-01-10,4,33.2
TICK_32709,63b26070f0bbae150fbdf658b6a8a089,2017-01-04,shipping,2017-01-08,5,100.3
TICK_69082,33d6f0d10a699550c63aad5df44372b2,2018-02-15,product,2018-02-16,3,26.1
TICK_32088,47acac1e16bf1f2bf6ad556aba1e4e86,2018-01-18,shipping,2018-01-20,5,65.3
TICK_23887,a3e48975d6250420ce214a7f3c7ebefc,2018-07-24,payment,2018-07-25,3,25.6
TICK_81259,b19fa13f00227b289b6d04e426f9673d,2016-11-28,payment,2016-11-30,5,57.9
TICK_44384,60d789c27fc12b99518a66072e501ad7,2018-05-05,payment,2018-05-05,1,18.4
TICK_43769,31d44ddd234e73ac286ccb7d7c07b0ad,2016-12-11,shipping,2016-12-13,5,51.9
TICK_41142,31d44ddd234e73ac286ccb7d7c07b0ad,2017-06-27,product,2017-06-29,4,64.7
TICK_40641,351862afb171174da309fadda7304c76,2016-12-20,other,2016-12-20,4,14.7
TICK_59372,eafceab51b7f2121c2ce2f94e0152d3b,2018-07-23,other,2018-07-23,3,16.2
TICK_83806,eafceab51b7f2121c2ce2f94e0152d3b,2018-09-20,other,2018-09-20,4,14.6
TICK_24046,1dc00a26f0c615d12cf874964e187c14,2016-12-04,payment,2016-12-04,4,23.3
TICK_57884,c874ff2fcab28e13d850e6a2763d9a8c,2018-06-27,product,2018-06-28,5,24.3
TICK_19031,18f3077d69b15607009c3d0d581f5015,2018-09-10,product,2018-09-13,4,72.1
TICK_41776,72ae281627a6102d9b3718528b420f8a,2017-10-26,product,2017-10-28,4,61.0
TICK_40166,56622505c5b8e35701af6c6a4f0d8e9b,2017-12-27,payment,2017-12-31,5,100.7
TICK_88496,36a1b010890ea2e12107fe6ff24cb7bb,2018-03-05,shipping,2018-03-07,4,56.5
TICK_86012,d63ff5bfce18972e63ee218384877d4e,2018-01-29,other,2018-01-30,4,44.9
TICK_66020,4193b72441aee0999bb92aeb9c1b236a,2018-01-02,product,2018-01-03,4,43.2
TICK_60218,2a3621021bfa1171d27422d35ffa2a36,2017-01-03,shipping,2017-01-04,4,31.4
TICK_79145,aeaf1fb7be72ad24e2d1402992ca1712,2017-04-11,product,2017-04-13,4,71.0
TICK_82099,ff1d1612f46b4241ffbc70a45912de1d,2017-07-10,shipping,2017-07-10,4,17.1
TICK_38944,0d14d28bc941474750feb2e030e54460,2017-03-23,other,2017-03-23,4,12.0
TICK_66754,b690976af1599d1552e68bece00f260c,2016-12-19,shipping,2016-12-20,4,45.5
TICK_15173,324fbcb28c091fcd80fd3d135a898012,2017-10-12,product,2017-10-12,4,15.9
TICK_39983,e00efa08727aeec3f33c4c59e8cd6633,2018-04-28,product,2018-04-29,5,35.2
TICK_24320,345b4f3b04d616c894ef3a897653c7fc,2017-09-11,payment,2017-09-11,4,21.0
TICK_39689,b70532b7ddd0b1a2f29df81e14ab57a4,2017-02-03,product,2017-02-04,5,24.4
TICK_95599,8caa2b611962f72d9905feffb8501593,2018-06-11,product,2018-06-12,4,37.3
TICK_67125,24db1335c37a942bbb41f129d265ae51,2017-02-18,product,2017-02-18,5,8.7
TICK_42999,cd4bdf5e378910a9e4954796a519dfdc,2016-12-19,payment,2016-12-20,2,45.5
TICK_15582,4ff8e39c2ab4a5985c6b772934e2ee3c,2018-07-24,other,2018-07-25,1,39.1
TICK_74944,4ff8e39c2ab4a5985c6b772934e2ee3c,2016-10-14,shipping,2016-10-16,4,60.0
TICK_58556,fc97bd7a3619d6054f9443e2373391ce,2017-04-14,shipping,2017-04-15,4,27.2
TICK_96383,fc97bd7a3619d6054f9443e2373391ce,2017-12-15,payment,2017-12-17,4,49.4
TICK_89604,bdac7cb780e6f6c2be2b42c24c03f04f,2018-06-27,shipping,2018-07-02,4,136.5
TICK_72174,576f3b15da54ced001c74d89a328fdc2,2017-10-29,payment,2017-11-02,5,108.1
TICK_83111,263bafe23041a566c1809dbced4377c1,2018-02-25,other,2018-02-25,4,17.9
TICK_47694,2118725b646b0df667831735291dbe7b,2017-09-05,shipping,2017-09-05,1,21.7
TICK_20878,b4805fe9c617cfaa509d98d2c365495c,2018-04-23,payment,2018-04-23,4,20.2
TICK_64938,3615ad4473507f4acd0c1511578b796d,2017-11-10,payment,2017-11-11,5,29.3
TICK_63449,cee6c6b0f6ac0f9f8c0830152453c3e2,2016-10-18,shipping,2016-10-19,4,25.4
TICK_18167,42da448b13fbef03246fd2ed79442e67,2018-01-15,other,2018-01-17,4,67.7
TICK_88209,a6ce93bc0e8cb0642ef2c8105456fe91,2018-07-21,shipping,2018-07-25,5,113.7
TICK_58172,82d27dfab5d50815436721c1fa587182,2018-05-29,other,2018-05-29,5,21.9
TICK_74572,1bcb8bb3f3503ef8b155d64e2e9ded0c,2017-10-22,shipping,2017-10-23,2,25.4
TICK_95464,47c04e171bb34f9c39b130197c06a2d2,2017-08-21,payment,2017-08-21,4,15.5
TICK_43569,f75bc4f44ca718dcc8eff4ea5ab8e7ee,2017-12-14,product,2017-12-15,3,38.6
TICK_36825,1d13a688c080887be804f5da5291fe95,2016-10-17,shipping,2016-10-17,4,10.9
TICK_81764,1083e818f31ccc3ffe523edf73b71df8,2017-11-28,other,2017-11-28,5,21.2
TICK_34820,db4ed23635ef5d8105c78ecc17fc34a9,2017-05-07,payment,2017-05-07,4,16.7
TICK_14423,1b4970ad8aaf073fd9164c55384584a5,2018-01-01,product,2018-01-05,5,103.8
TICK_24812,1b4970ad8aaf073fd9164c55384584a5,2016-12-29,product,2017-01-01,5,76.0
TICK_73226,ad6c8f1dafd59a1fee2c1c82b110a67c,2018-05-10,shipping,2018-05-11,5,46.4
TICK_79488,5bc89bd3505b85768524d24edc6822b0,2018-03-01,payment,2018-03-02,2,28.8
TICK_14422,5bc89bd3505b85768524d24edc6822b0,2017-09-07,product,2017-09-09,4,69.5
TICK_88548,b7f5ae711454e069867c611d0079b090,2018-09-30,product,2018-10-03,5,78.1
TICK_11747,2ea8cbe1f839c962bfb37e6a617c45a3,2017-08-10,product,2017-08-11,5,35.1
TICK_58678,0554357bede8e7adab8e4d3a88652483,2017-06-12,other,2017-06-14,4,65.7
TICK_36734,e01172129a897c621673c321f77435ed,2017-12-04,other,2017-12-05,5,43.9
TICK_34791,465fd465dfc7d83630b4c1ca4b51deeb,2017-10-05,payment,2017-10-06,4,28.8
TICK_53895,a562db3c7cb9a68947debd30879b491e,2018-04-23,other,2018-04-25,4,52.4
TICK_35466,25456ee3b0cf84658015e46686025224,2017-05-01,other,2017-05-02,5,32.3
TICK_81418,15b897ae00814eb17fcbd3adf06e0e1f,2017-06-15,payment,2017-06-16,5,45.0
TICK_63359,7afd70f551aed27048b27f155376a4cc,2018-03-09,shipping,2018-03-12,5,90.3
TICK_94691,7afd70f551aed27048b27f155376a4cc,2018-05-21,other,2018-05-27,4,147.8
TICK_44463,84a22b3c70a45448e31515cd1b42a88e,2017-08-29,shipping,2017-08-30,5,35.3
TICK_17876,b807407e782f3147f465c29dbf75d286,2018-01-03,payment,2018-01-07,2,101.9
TICK_37023,0ed8828d80b836ae3d7e0877ddec19a4,2016-11-21,other,2016-11-22,5,47.7
TICK_75097,9c0e68320c244cf91a86cfc2602ed325,2017-11-17,product,2017-11-21,5,102.2
TICK_38053,9597ad6c62f26f85a58cc2ae70586c2c,2018-01-10,other,2018-01-11,4,24.5
TICK_89872,0ccb4c74c8bb23990e7430fa72df436e,2016-12-25,payment,2016-12-25,5,4.2
TICK_35037,6af52967fd8b6160228c7b2237f516f0,2016-12-14,product,2016-12-18,4,119.5
TICK_53613,83f518916b0d90fef92d2f4de727b5c9,2017-03-05,other,2017-03-06,4,31.5
TICK_39793,ea87a3c76facc40864ce0887652426b2,2017-08-05,shipping,2017-08-06,4,41.9
TICK_33045,73b8f4f44c9029041b2b0d1e8f2a1360,2017-03-25,shipping,2017-03-28,4,74.4
TICK_77141,0509cd76cbe3a75f898826c212bb3b83,2017-11-30,shipping,2017-12-01,5,33.6
TICK_13357,98adb1ace438c2553c8eda1d1dcf1c20,2017-01-15,payment,2017-01-15,4,13.9
TICK_34161,43712015742ee564b01fe75fa2d76cd2,2018-05-04,payment,2018-05-05,4,24.1
TICK_22124,8e8ece09f913df64cbdcf2188e9a7d85,2017-04-06,product,2017-04-08,3,71.9
TICK_40847,b9a308c259d1ef624e6839499bad0762,2017-08-11,other,2017-08-11,4,11.1
TICK_65018,3c325415ccc7e622c66dec4bc9120030,2017-01-06,shipping,2017-01-06,4,4.1
TICK_77843,3fc2d986e3b129738a02d3b22838d234,2018-03-22,product,2018-03-22,4,12.9
TICK_11049,e9155190b15b9ba34f65a95131cbc7b6,2018-06-01,product,2018-06-01,5,10.2
TICK_59500,e9155190b15b9ba34f65a95131cbc7b6,2017-09-01,payment,2017-09-04,1,81.0
TICK_57071,14c896a3817e14183306bb2340b08ea9,2017-08-04,other,2017-08-04,3,19.2
TICK_90782,c5741f989a6049395c73425008fdba81,2018-04-25,product,2018-04-29,2,100.0
TICK_84518,748ba4dd0eb1a6db7d5bd5a8757bc9e6,2018-04-07,product,2018-04-07,4,16.5
TICK_85663,6000951601e16e89bf2430485e01f796,2017-04-16,shipping,2017-04-17,5,27.1
TICK_77135,c963075d81741ccc32103f8f3d518e7f,2017-05-31,product,2017-05-31,4,2.1
TICK_64701,ce0160296bc8dda40eaa1a3d6f321f2b,2018-02-17,product,2018-02-22,4,129.7
TICK_78162,ce0160296bc8dda40eaa1a3d6f321f2b,2017-05-11,product,2017-05-14,4,74.5
TICK_18876,a2cb2bc236e62cf807925d6cecc245c6,2018-01-06,other,2018-01-08,1,68.1
TICK_12647,40bbf05156775873f7c2540c0429b95c,2017-04-05,product,2017-04-07,4,51.2
TICK_97542,2275e4f0a4a8c3ea216920d67a97c2d7,2017-10-22,other,2017-10-25,3,90.9
TICK_28264,0124a56e33d9d3da6b8340d2153f60a5,2017-08-11,other,2017-08-12,2,41.0
TICK_64998,c05d36c6e2c9dcd92507fdc72e5ce44b,2017-01-19,payment,2017-01-19,4,15.5
TICK_80792,a1be9f93fac47b616502d82987542c6e,2018-09-27,payment,2018-09-28,4,39.1
TICK_46233,dac40d6643ea7982beb1058fb72a9628,2018-09-22,product,2018-09-25,5,72.4
TICK_27109,dac40d6643ea7982beb1058fb72a9628,2017-12-08,product,2017-12-08,5,19.5
TICK_34834,0dd884f71795de2277b374e5714f7102,2018-09-09,payment,2018-09-10,5,40.9
TICK_17844,0a9901c032c4007854dfe4f67b42ab68,2017-04-18,other,2017-04-20,5,50.8
TICK_30813,03867a4d63736672b9276bef85ec277f,2018-07-29,product,2018-07-30,3,34.7
TICK_51747,8965c086fbf920c2a892239ef7bd2781,2016-10-05,product,2016-10-07,2,63.7
